job_name,company_name,job_city,salary,publish_detail,company_type,company_scale,industry,job_duty,发布日期
算法工程师,中国移动通信集团设计院有限公司,北京,,北京 硕士 招若干人 03-15发布,国企,,通信/电信/网络设备,岗位职责： 1、实现AI在设备图像识别、标签文字识别、规划场景识别等方向功能模块的开发； 2、负责AI人工智能、基于图片的三维空间重建等算法相关的研究，研究智能分析算法与ISP算法； 3、负责处理数据，需要进行一定量的信息检索、数据挖掘； 4、研究机器学习领域算法、开源框架，支持产品项目的研发落地。 任职资格： 1、对机器学习、推荐算法研究有浓厚的兴趣，良好的分析问题和逻辑思维能力，对数据敏感，能够迅速地发现数据中隐藏的规律并给出验证方式； 2、精通统计学、数据挖掘算法，尤其是回归模型、决策树模型，具有独立编程能力，深入理解各种常用基本机器学习算法； 3、熟悉如下三类技术中的至少一种：1）熟悉三维重建算法，了解立体视觉技术及图像特征检测、稀疏\稠密匹配技术；2）具有激光、红外、相机等多重传感器的融合以及标定经验；3）基于深度学习框架开展过CV类项目研发； 4、精通python或java，熟练使用一种以上数据分析工具，熟悉linux、sql； 5、熟悉机器学习建模流程； 6、熟练使用tensorFlow/keras等进行深度学习建模的优先。 学历要求： 硕士级以上学历 专业要求： 计算机、数学，统计等相关专业,2026-03-15
算法工程师,广州市汇尚网络科技有限公司,上海,1.5-2.5万/月,上海 3-4年经验 本科 招1人 03-15发布,民营公司,150-500人,互联网/电子商务,1、根据市场环境和业务需求承担复杂分析任务，并将各类业务痛点转化为合适的数学模型； 2、沉淀分析思路与框架，推动业务数据需求的量化； 3、参与和支持数据分析，对接项目、产品和技术，推动数据可视化和业务模型的落地。 能力要求： 1、统招本科及以上学历，数学、统计、计算机类专业； 2、精通SQL、Python、Excel，熟悉统计类语言，R语言、Matlab等； 3、熟练掌握Power BI或Tableau等优先； 4、对数据有较高的敏感度和警觉性，开拓性思维； 5、具备商业分析思维和能力，以及良好的团队合作精神；,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,异地招聘,1.2-2.5万/月,珠海 2年经验 硕士 招1人 03-15发布,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。 工作地：珠海,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,异地招聘,1.2-2.5万/月,珠海 2年经验 硕士 招1人 03-15发布,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。 工作地：珠海,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,珠海,1.2-2.5万/月,珠海 3-4年经验 本科 招1人 03-15发布 普通话精通 机械设计制造及其自动化,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。,2026-03-15
算法工程师,广州市汇尚网络科技有限公司,上海,1.5-2.5万/月,上海 3-4年经验 本科 招1人 03-15发布,民营公司,150-500人,互联网/电子商务,1、根据市场环境和业务需求承担复杂分析任务，并将各类业务痛点转化为合适的数学模型； 2、沉淀分析思路与框架，推动业务数据需求的量化； 3、参与和支持数据分析，对接项目、产品和技术，推动数据可视化和业务模型的落地。 能力要求： 1、统招本科及以上学历，数学、统计、计算机类专业； 2、精通SQL、Python、Excel，熟悉统计类语言，R语言、Matlab等； 3、熟练掌握Power BI或Tableau等优先； 4、对数据有较高的敏感度和警觉性，开拓性思维； 5、具备商业分析思维和能力，以及良好的团队合作精神；,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,异地招聘,1.2-2.5万/月,珠海 2年经验 硕士 招1人 03-15发布,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。 工作地：珠海,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,异地招聘,1.2-2.5万/月,珠海 2年经验 硕士 招1人 03-15发布,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。 工作地：珠海,2026-03-15
飞控算法工程师,珠海紫燕无人飞行器有限公司,珠海,1.2-2.5万/月,珠海 3-4年经验 本科 招1人 03-15发布 普通话精通 机械设计制造及其自动化,民营公司,50-150人,"航天/航空,仪器仪表/工业自动化",岗位职责： 1.负责飞控相关算法的研发与实现； 2.负责飞控相关数据的处理与分析； 3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。 任职要求 1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业； 2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力； 3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验； 4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验； 5.了解常用传感器的工作原理及特性； 6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强； 7.有长跑，骑行，游泳等耐力运动习惯者优先。,2026-03-15
机器学习工程师,上海森亿医疗科技有限公司,上海-浦东新区,2-4万/月,上海-浦东新区 在校生/应届生 本科 招若干人 03-15发布 英语熟练,民营公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",基本要求,2026-03-15
高级ETL工程师,上海森亿医疗科技有限公司,上海-浦东新区,1.5-2.5万/月,上海-浦东新区 3-4年经验 本科 招1人 03-15发布,民营公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",1、负责公司数据平台项目的ETL设计、实现以及优化。 2、负责ETL流程优化，关键问题解决、团队技术分享与引导和前瞻性技术研究； 3、参与数据仓库数据模型设计，进行数据质量监测、校验和提升； 4、使用ETL技术对医院信息系统数据进行提取、清洗、转换和整合； 岗位要求： 1、至少三年以上ETL数据开发经验；计算机相关专业本科以上学历，熟悉数据分析与数据挖掘理论； 2、熟悉dw实施方法论和常规etl构架，有整体etl开发经验，深刻理解元数据管理； 3、熟练掌握Oracle、SQL Server、MySQL、PostgreSQL等至少两种主流数据库的使用； 4、熟练掌握SSIS、Kettle、Informatica等至少一种ETL工具的使用； 5、精通SQL、存储过程、函数的使用，具备编写、优化复杂SQL的能力； 6、对数字，数据敏感，具备良好的逻辑思维能力； 7、具备专业的业务研究、分析能力，能够独立开展业务调研、数据分析、数据建模、报告编写工作； 8、有医疗卫生数据平台开发、实施经验优先； 9、能适应长期出差。,2026-03-15
ETL工程师,上海森亿医疗科技有限公司,上海-浦东新区,0.7-1.6万/月,上海-浦东新区 在校生/应届生 本科 招若干人 03-15发布 英语熟练 英语熟练,民营公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",1、负责医院信息系统源数据分析工作。 2、使用ETL工具对医院信息系统数据进行提取、清洗、转换和整合。 3、进行数据任务流程调优及准确性改进，进行数据质量监测、校验和提升。 4、完成技术经理安排的其他工作。 岗位要求 1、熟练掌握Oracle、SQL Server、MySQL、PostgreSQL等至少一种主流数据库的使用。 2、熟练掌握SSIS、Kettle、Informatica等至少一种ETL工具的使用。 3、熟练掌握T-SQL，PL/SQL，具备编写、优化复杂SQL的能力。 4、良好的沟通能力、学习思考、解决问题能力，良好的抗压和适应能力。 5、能适应长期出差。 6、有医疗信息系统（HIS、EMR、集成平台等）开发及实施经验优先。 7、有ETL开发或数据集成经验者优先，同时接受优秀的应届生投递。,2026-03-15
算法工程师,长沙小钴科技有限公司,长沙-开福区,1-1.5万/月,长沙-开福区 招2人 03-15发布,民营公司,少于50人,电子技术/半导体/集成电路,岗位职责： 1. 负责模型训练； 2. 负责数据采集、清洗和其他数据预处理； 3. 负责模型量化、压缩、蒸馏技术； 4. 负责模型各方面性能测试； 5. 负责模型向端设备平台的迁移和测试。 任职要求： 1、本科及以上学历，2年机器学习或深度学习开发经验以上，掌握人工智能、计算机视觉、机器学习相关原理； 2、熟悉人脸识别、人脸检测、人脸属性分析、人脸质量检测、活体检测等应用开发； 3、熟练使用tensorflow/caffe之一者，有跨框架转换模型、调优训练经验者优先； 4、熟练掌握Python语言开发（熟练掌握C/C++语言开发、有高性能算法优化经验者优先）； 5、良好的英文阅读能力，能看懂最新论文、外文资料； 6、良好的沟通能力。,2026-03-15
AI算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-2万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-1.5万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
AI算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-2万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-1.5万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
AI算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-2万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
算法工程师,深圳国技仪器有限公司,深圳-宝安区,1-1.5万/月,深圳-宝安区 2年经验 本科 招1人 03-15发布 英语良好,民营公司,50-150人,"仪器仪表/工业自动化,环保",岗位职责： 1、负责算法方案编制、算法详细设计； 2、协助MCU嵌入式软件或PC软件实现算法； 3、负责分析仪器算法测试； 4、解决分析仪器量产后算法新的需求和算法优化设计。 任职条件： 1、数学、信号处理、计算机、控制、光学等相关专业，本科或硕士学历； 2、熟悉数据建模定量分析，熟悉最小二乘法、多元线性回归、离散傅里叶编换（FFT）等数据分析方法； 3、熟练使用matlab处理数据，掌握C编程语言； 4、了解光谱、光谱仪等基本理论及原理，有光谱分析算法开发经验者优先； 5、熟练阅读英文文献； 6、动手能力强，具有强烈的责任心和团队合作精神，良好的沟通和较强的学习能力。,2026-03-15
数仓模型专家,上海华腾软件系统有限公司,深圳-福田区,4-5万/月,深圳-福田区 10年以上经验 本科 招1人 03-15发布,上市公司,500-1000人,计算机软件,1、熟悉大数据仓库建模、ETL开发，深入理解数据仓库理论，STAGE、ODS、EDS、DM、DIM等。 2、 全日制大学本科及以上计算机或相关专业毕业或同等学力， 3、至少10年以上工作经验，7年以上金融行业相关经验，需至少有4年的架构/需求/系统分析师经验； 至少参加5个以上银行项目的实施，并至少在2个项目中担任架构/需求/系统分析的角色。,2026-03-15
软件算法工程师,中国电子科技集团公司第十研究所,成都,,成都 硕士 招若干人 03-15发布,国企,,电子技术/半导体/集成电路,岗位职责： 1、针对不同的应用场景，构建分析模型，进行编码和调试，参与大数据产品的算法研究与实现； 2、根据产品定义，设计数据挖掘分析方案，指导团队开展数据挖掘分析工作 3、及时响应临时性、个性化的数据分析需求 4、参与系统联试、售后保障 任职要求： 1、计算机/信号/电子信息工程/应用数学/系统工程/自动控制等相关专业，硕士及以上学历； 2、具备算法开发和实现能力,2026-03-15
视觉算法工程师,深圳市中钞信达金融科技有限公司,成都-高新区,0.8-1.5万/月,成都-高新区 1年经验 本科 招若干人 03-15发布,国企,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",1、 参与公司关于计算机视觉方面的项目； 2、 通过研读相关领域文献寻找解决项目所需要的问题的最优算法； 3、 通过Matlab/OpenCV等对算法进行功能、性能仿真和验证； 4、 利用C/C++在目标平台上实现算法。 任职要求 1、 在机器视觉领域有过实际算法开发经验； 2、 扎实的计算机视觉、图像处理相关的数学基础及在视觉领域中的应用； 3、 具备良好的编程基础，熟悉一种常用编程语言； 4、 具备创新精神，致力于创造解决实际问题的视觉感知技术领域； 5、 了解深度学习，有一定项目实践者优先； 6、 具备视觉算法高性能优化及移动平台（嵌入式视觉系统、智能手机）视觉系统开发经验者优先。,2026-03-15
算法专家,浙江大学信息技术中心,杭州-西湖区,20-30万/年,杭州-西湖区 2年经验 本科 招2人 03-15发布,事业单位,50-150人,"教育/培训/院校,计算机服务(系统、数据服务、维修)","1、从教授、校友视角，为科研云、校友经济带等平台设计推荐引擎； 2、基于平台全域数据，立足不同学科特色，通过数据分析、数据建模等方法，产出特定学科的学科交叉过程优化方案； 3、针对科研云、校友经济带等平台上数据业务相关问题给出专项分析报告，为业务提供决策支持； 4、持续改进学校管理、教学等相关评估和分析体系，推动相关体系的智能化转型及升级完善； 5、与其他团队进行协作，结合学校需求，共同推动智能推荐、智能决策等方案落地，应用于实际业务； 6、能带领外包和实习生工作，包括人员培训、保障产出等； 条件及要求： 1、具备自然语言处理(如: 信息过滤、主题提取、分类聚类、文本挖掘等)相关领域知识，具有丰富的数据建模实践经验; 30周岁以下，统计学、计算机科学、数学等相关专业本科及以上学历； 2、对经典的深度学习模型(如CNN,LSTM)有深入理解，使用深度学习模型完成过高质量的算法项目； 3、熟悉c++, java或 python, sql, 有一定工程开发实践经验，对数据结构和算法设计有较为深刻的理解； 4、具备一定的大数据处理和分析能力，至少熟悉一种大数据处理和分析工具，例如Spark，Hadoop等； 5、有良好的沟通表达能力和团队合作精神，乐观向上，自我驱动力强，优秀的分析和解决问题能力； 6、基于深刻业务理解的创新性尝试，包括但不限于产品形态、策略和技术升级； 7、责任心强, 能承受一定工作压力, 有较强的学习能力。",2026-03-15
视觉算法工程师,深圳市中钞信达金融科技有限公司,成都-高新区,0.8-1.5万/月,成都-高新区 1年经验 本科 招若干人 03-15发布,国企,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",1、 参与公司关于计算机视觉方面的项目； 2、 通过研读相关领域文献寻找解决项目所需要的问题的最优算法； 3、 通过Matlab/OpenCV等对算法进行功能、性能仿真和验证； 4、 利用C/C++在目标平台上实现算法。 任职要求 1、 在机器视觉领域有过实际算法开发经验； 2、 扎实的计算机视觉、图像处理相关的数学基础及在视觉领域中的应用； 3、 具备良好的编程基础，熟悉一种常用编程语言； 4、 具备创新精神，致力于创造解决实际问题的视觉感知技术领域； 5、 了解深度学习，有一定项目实践者优先； 6、 具备视觉算法高性能优化及移动平台（嵌入式视觉系统、智能手机）视觉系统开发经验者优先。,2026-03-15
视觉算法工程师,深圳市中钞信达金融科技有限公司,成都-高新区,0.8-1.5万/月,成都-高新区 1年经验 本科 招若干人 03-15发布,国企,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",1、 参与公司关于计算机视觉方面的项目； 2、 通过研读相关领域文献寻找解决项目所需要的问题的最优算法； 3、 通过Matlab/OpenCV等对算法进行功能、性能仿真和验证； 4、 利用C/C++在目标平台上实现算法。 任职要求 1、 在机器视觉领域有过实际算法开发经验； 2、 扎实的计算机视觉、图像处理相关的数学基础及在视觉领域中的应用； 3、 具备良好的编程基础，熟悉一种常用编程语言； 4、 具备创新精神，致力于创造解决实际问题的视觉感知技术领域； 5、 了解深度学习，有一定项目实践者优先； 6、 具备视觉算法高性能优化及移动平台（嵌入式视觉系统、智能手机）视觉系统开发经验者优先。,2026-03-15
算法工程师（电力系统）,北京智中能源互联网研究院有限公司,北京-大兴区,1-2.5万/月,北京-大兴区 招1人 03-15发布,民营公司,50-150人,"电气/电力/水利,新能源",1、 负责电力系统负荷建模算法仿真和应用分析； 2、 负责基于电网动态和暂态数据的高级应用算法开发； 3、 负责算法计算性能优化，以及系统应用集成； 4、 协助研究团队开展算法应用软件的移植开发； 5、 协助项目团队进行预研和算法应用方案设计。 1、 具备3年以上相关行业及岗位工作经验； 2、 计算机、应用数学、电力系统自动化相关专业，本科及以上学历； 3、 熟悉电网运行特征，掌握电力系统潮流计算、状态估计和暂态、稳态分析方法； 4、 熟悉电力系统常用算法（傅里叶变换、卡尔曼滤波、小波变换等），了解机器学习、深度学习的数据挖掘方法； 5、 熟练掌握MATLAB软件使用，并具备C++算法移植开发能力； 6、 具备良好英文阅读能力、逻辑推理能力、沟通协调能力、学习能力及团队协作能力。,2026-03-15
算法工程师（电力系统）,北京智中能源互联网研究院有限公司,北京-大兴区,1-2.5万/月,北京-大兴区 招1人 03-15发布,民营公司,50-150人,"电气/电力/水利,新能源",1、 负责电力系统负荷建模算法仿真和应用分析； 2、 负责基于电网动态和暂态数据的高级应用算法开发； 3、 负责算法计算性能优化，以及系统应用集成； 4、 协助研究团队开展算法应用软件的移植开发； 5、 协助项目团队进行预研和算法应用方案设计。 1、 具备3年以上相关行业及岗位工作经验； 2、 计算机、应用数学、电力系统自动化相关专业，本科及以上学历； 3、 熟悉电网运行特征，掌握电力系统潮流计算、状态估计和暂态、稳态分析方法； 4、 熟悉电力系统常用算法（傅里叶变换、卡尔曼滤波、小波变换等），了解机器学习、深度学习的数据挖掘方法； 5、 熟练掌握MATLAB软件使用，并具备C++算法移植开发能力； 6、 具备良好英文阅读能力、逻辑推理能力、沟通协调能力、学习能力及团队协作能力。,2026-03-15
自动驾驶决策规划算法工程师,天津天瞳威势电子科技有限公司,天津-南开区,1-3万/月,天津-南开区 硕士 招2人 03-15发布 英语精通,民营公司,50-150人,电子技术/半导体/集成电路,岗位职责： 负责自动驾驶车辆在停车场以及复杂道路等环境中的决策和轨迹规划算法的设计、仿真与调试 任职要求： 1、有自动驾驶车辆轨迹规划算法相关的项目经验 2、硕士及硕士以上，车辆工程、控制工程、计算机等相关专业优先 3、熟悉车辆运动学与车身动力学，熟悉环境感知、决策控制及车辆执行机构等技术和系统原理 4、熟练使用Matlab、C、C++ 等语言进行编程，扎实的算法和数据结构知识，熟悉Ubuntu系统的编程环境 5、良好的英文文献阅读与理解能力与学习能力，有强烈的的求知欲 6、具有良好的团队合作意识、沟通能力、协调能力与总结能力，能够承担工作压力 7、有自动驾驶系统实车开发经验者优先,2026-03-15
自动驾驶决策规划算法工程师,天津天瞳威势电子科技有限公司,天津-南开区,1-3万/月,天津-南开区 硕士 招2人 03-15发布 英语精通,民营公司,50-150人,电子技术/半导体/集成电路,岗位职责： 负责自动驾驶车辆在停车场以及复杂道路等环境中的决策和轨迹规划算法的设计、仿真与调试 任职要求： 1、有自动驾驶车辆轨迹规划算法相关的项目经验 2、硕士及硕士以上，车辆工程、控制工程、计算机等相关专业优先 3、熟悉车辆运动学与车身动力学，熟悉环境感知、决策控制及车辆执行机构等技术和系统原理 4、熟练使用Matlab、C、C++ 等语言进行编程，扎实的算法和数据结构知识，熟悉Ubuntu系统的编程环境 5、良好的英文文献阅读与理解能力与学习能力，有强烈的的求知欲 6、具有良好的团队合作意识、沟通能力、协调能力与总结能力，能够承担工作压力 7、有自动驾驶系统实车开发经验者优先,2026-03-15
助理工程师（算法工程师）- 机器人与智能设施实验室,上海智勇教育培训有限公司,上海-杨浦区,0.5-1万/月,上海-杨浦区 在校生/应届生 大专 招5人 03-15发布 软件工程,民营公司,50-150人,教育/培训/院校,- 基于Matlab/Python的数学或物理建模 - 基于Matlab/Python的数据处理 - 基于Matlab/Python的简单算法实现 - 基于Matlab/Python的功能软件原型设计，代码开发，调试封装全流程 - 辅助自动化项目中部分模块功能开发 - 提出与打磨项目创意，从可行性与创新性上优化原型项目创意 - 撰写项目说明与原理文档 - 技术查新与文档化 - 电子信息工程、计算机与信息技术、机械电子工程、及其他类似相关专业本科及以上毕业生 - 熟练编写Matlab/Python其中一种，两种都会者优先 - 能进行简单数学或物理建模，及简单算法实现 - 熟悉计算机数据分析与处理逻辑，能自主学习使用拓展库，按照需求分析数据判断结果。有图像识别、音频分析、数据分析、机器学习等经验者优先 - 能使用Matlab/Python制作简单界面，封装程序 - 有串口调试、无线连接或物联网调试经验者优先 - 有将创新想法实例化的原型程序设计与开发能力 - 有对创新性与技术可行性的基本判断和查新能力，能自主提出针对特定场景的创意功能想法 - 自学拓展能力，能适应、主动探索和尝试新技术和新应用 - 想尝试用信息化改变世界的你 - 各领域的极客大牛同事 - 扁平化组织结构与轻松且相互信任的团队氛围 - 以目标结果为导向的开明自主的开发环境 - 拥有强大设备与工具支持的实验场 - 分享教育行业领跑独角兽企业的无限未来 - 发挥创想的自由与将梦想中的东西变成现实的机会,2026-03-15
激光雷达感知算法工程师（正式/实习）,天津天瞳威势电子科技有限公司,天津-南开区,1-3万/月,天津-南开区 本科 招2人 03-15发布 英语熟练,民营公司,50-150人,电子技术/半导体/集成电路,"职位描述: 1. 负责三维点云中车辆\行人等目标的检测\跟踪 2. 激光雷达数据预处理，包括激光雷达标定、激光雷达与其他传感器联合标定 3. 参与激光雷达的调试\工程化工作 岗位要求: 1. 熟悉点云滤波\特征提取\平面检测\分割\聚类算法 2. 熟悉C/C++,熟悉PCL点云库 3. 有激光雷达使用经验者优先,熟悉ROS系统者优先 4. 实习生可放宽条件",2026-03-15
自动驾驶决策规划算法工程师,天津天瞳威势电子科技有限公司,天津-南开区,1-3万/月,天津-南开区 硕士 招2人 03-15发布 英语精通,民营公司,50-150人,电子技术/半导体/集成电路,岗位职责： 负责自动驾驶车辆在停车场以及复杂道路等环境中的决策和轨迹规划算法的设计、仿真与调试 任职要求： 1、有自动驾驶车辆轨迹规划算法相关的项目经验 2、硕士及硕士以上，车辆工程、控制工程、计算机等相关专业优先 3、熟悉车辆运动学与车身动力学，熟悉环境感知、决策控制及车辆执行机构等技术和系统原理 4、熟练使用Matlab、C、C++ 等语言进行编程，扎实的算法和数据结构知识，熟悉Ubuntu系统的编程环境 5、良好的英文文献阅读与理解能力与学习能力，有强烈的的求知欲 6、具有良好的团队合作意识、沟通能力、协调能力与总结能力，能够承担工作压力 7、有自动驾驶系统实车开发经验者优先,2026-03-15
